Customer Lifetime Value,Coverage,Gender,Income,Marital Status,Months Since Last Claim,Months Since Policy Inception,Number of Policies,Total Claim Amount,Vehicle Size,Number of Open Complaints,MPA(50-100),MPA(101-150),MPA(151-200),MPA(201-250)
2705.987629,Extended,M,0,Single,15,85,1,398.4,Large,1,1,0,0,0
6186.265217,Extended,M,37138,Single,12,1,9,417.28389,Medsize,2,1,0,0,0
3147.973444,Extended,F,29698,Divorced,17,89,1,215.884804,Large,2,1,0,0,0
3237.996209,Extended,M,60244,Married,3,72,1,326.281835,Medsize,3,1,0,0,0
3237.996209,Extended,M,60244,Married,3,72,1,326.281835,Medsize,3,1,0,0,0
3314.55133,Extended,F,63583,Married,15,8,1,167.39959,Medsize,0,1,0,0,0
6478.801192,Extended,M,50864,Married,18,86,4,158.362972,Medsize,1,1,0,0,0
6369.262355,Extended,M,34498,Single,30,72,7,398.4,Small,0,1,0,0,0
6696.903521,Extended,F,57240,Married,18,79,7,83.652384,Medsize,0,1,0,0,0
6615.815683,Extended,M,90414,Married,7,49,6,398.4,Small,1,1,0,0,0
26413.54751,Extended,F,24631,Married,25,87,2,398.4,Large,1,1,0,0,0
22067.728,Extended,M,15999,Married,2,43,2,398.4,Medsize,0,1,0,0,0
6650.816974,Extended,M,99494,Married,11,65,3,398.4,Small,0,1,0,0,0
6057.07208,Extended,M,27681,Married,13,62,9,398.4,Medsize,0,1,0,0,0
6627.148927,Extended,M,82377,Married,28,19,7,498.335261,Small,0,1,0,0,0
5996.065073,Extended,F,0,Married,5,59,9,398.4,Medsize,0,1,0,0,0
6054.488387,Extended,F,17200,Married,5,62,8,48.780064,Medsize,4,1,0,0,0
6568.75877,Extended,F,25876,Married,29,46,3,398.4,Medsize,0,1,0,0,0
2864.093984,Extended,F,0,Single,17,30,1,825.29011,Medsize,0,1,0,0,0
8586.528213,Extended,F,0,Single,29,13,2,483.577807,Medsize,0,1,0,0,0
3237.996209,Extended,M,60244,Married,3,72,1,326.281835,Medsize,3,1,0,0,0
3337.59441,Extended,F,43510,Married,8,75,1,238.088581,Medsize,0,1,0,0,0
6057.07208,Extended,M,27681,Married,13,62,9,398.4,Medsize,0,1,0,0,0
3358.660979,Extended,F,77309,Married,22,6,1,596.320943,Small,0,1,0,0,0
6369.262355,Extended,M,34498,Single,30,72,7,398.4,Small,0,1,0,0,0
3353.381136,Extended,F,63398,Married,29,46,1,292.206784,Medsize,0,1,0,0,0
2987.949471,Extended,F,0,Single,14,22,1,708.693556,Medsize,0,1,0,0,0
2858.992036,Extended,F,0,Married,25,91,1,355.385287,Medsize,4,1,0,0,0
6672.127831,Extended,F,56830,Married,6,27,9,319.799712,Medsize,0,1,0,0,0
3237.996209,Extended,M,60244,Married,3,72,1,326.281835,Medsize,3,1,0,0,0
3339.853704,Extended,F,51032,Married,5,56,1,349.954886,Medsize,0,1,0,0,0
6685.069081,Extended,M,56270,Married,23,2,4,398.4,Medsize,0,1,0,0,0
6057.07208,Extended,M,27681,Married,13,62,9,398.4,Medsize,0,1,0,0,0
3317.904817,Extended,M,74142,Married,24,60,1,398.4,Medsize,0,1,0,0,0
6057.07208,Extended,M,27681,Married,13,62,9,398.4,Medsize,0,1,0,0,0
6438.995346,Extended,M,19831,Married,8,88,7,398.4,Medsize,0,1,0,0,0
3252.828464,Extended,M,20166,Married,19,28,1,398.4,Medsize,0,1,0,0,0
3289.132998,Extended,F,21947,Married,17,66,1,366.90936,Medsize,0,1,0,0,0
3237.996209,Extended,M,60244,Married,3,72,1,326.281835,Medsize,3,1,0,0,0
6388.21126,Extended,M,26436,Divorced,0,10,5,398.4,Small,0,1,0,0,0
6639.328932,Extended,F,72661,Married,17,21,4,398.4,Small,1,1,0,0,0
3337.980868,Extended,M,60607,Married,2,82,1,379.583119,Medsize,0,1,0,0,0
2933.960426,Extended,M,0,Married,2,62,1,199.851201,Medsize,0,1,0,0,0
6412.368115,Extended,M,58776,Divorced,20,50,4,478.750667,Medsize,2,1,0,0,0
26016.525,Extended,F,43922,Single,2,43,2,40.740297,Large,0,1,0,0,0
2989.912494,Extended,M,0,Married,23,11,1,398.4,Large,0,1,0,0,0
3237.996209,Extended,M,60244,Married,3,72,1,326.281835,Medsize,3,1,0,0,0
3359.239423,Extended,M,97576,Married,1,49,1,544.712653,Large,1,1,0,0,0
6185.9699,Extended,M,28001,Married,15,42,5,438.778537,Large,0,1,0,0,0
6369.262355,Extended,M,34498,Single,30,72,7,398.4,Small,0,1,0,0,0
6610.048274,Extended,F,23616,Married,8,68,7,229.620398,Medsize,0,1,0,0,0
6013.73829,Extended,M,25646,Married,14,92,3,377.917394,Medsize,1,1,0,0,0
3059.056323,Extended,F,0,Married,29,52,1,197.498882,Medsize,0,1,0,0,0
3142.739611,Extended,M,43285,Single,35,77,1,265.742679,Medsize,0,1,0,0,0
3363.004143,Extended,F,80138,Married,3,33,1,209.427344,Medsize,0,1,0,0,0
6057.07208,Extended,M,27681,Married,13,62,9,398.4,Medsize,0,1,0,0,0
6529.911496,Extended,M,44379,Married,10,12,8,398.4,Medsize,1,1,0,0,0
3350.687339,Extended,F,94395,Married,23,1,1,582.690575,Medsize,0,1,0,0,0
3352.943699,Extended,F,55359,Married,28,73,1,303.331178,Large,0,1,0,0,0
6625.28717,Extended,M,41460,Married,1,54,4,398.4,Medsize,0,1,0,0,0
6369.262355,Extended,M,34498,Single,30,72,7,398.4,Small,0,1,0,0,0
9772.736775,Extended,M,59325,Divorced,20,76,2,81.599332,Medsize,0,1,0,0,0
6712.294021,Extended,F,44891,Married,12,75,6,74.803791,Medsize,0,1,0,0,0
6633.137616,Extended,M,63483,Married,4,84,3,85.073541,Medsize,0,1,0,0,0
9429.080755,Extended,F,75638,Divorced,6,52,2,108.69654,Medsize,4,1,0,0,0
3313.014405,Extended,F,40348,Married,6,56,1,26.314753,Medsize,0,1,0,0,0
9788.713108,Extended,M,31930,Married,19,30,2,37.699658,Medsize,0,1,0,0,0
3061.052283,Extended,M,56869,Single,25,34,1,269.406119,Medsize,3,1,0,0,0
3148.42409,Extended,F,0,Married,16,75,1,544.217453,Medsize,0,1,0,0,0
26453.93512,Extended,M,42961,Married,24,16,2,398.4,Medsize,0,1,0,0,0
6687.593818,Extended,F,23772,Married,19,25,4,100.652984,Medsize,0,1,0,0,0
8852.734284,Extended,F,0,Single,12,97,2,597.6,Large,0,1,0,0,0
6674.455913,Extended,F,92653,Married,15,80,6,456.519419,Medsize,1,1,0,0,0
4983.61893,Extended,M,0,Single,22,0,5,736.00483,Small,3,1,0,0,0
5801.828142,Extended,M,0,Single,17,28,4,597.6,Medsize,0,1,0,0,0
6375.079233,Extended,M,98118,Single,28,68,3,398.4,Small,3,1,0,0,0
2678.457672,Extended,M,0,Single,3,85,1,398.4,Medsize,1,1,0,0,0
3352.87052,Extended,F,95438,Married,25,76,1,99.223092,Medsize,0,1,0,0,0
29973.41592,Extended,F,48471,Married,5,20,2,208.904212,Medsize,1,1,0,0,0
6057.07208,Extended,M,27681,Married,13,62,9,398.4,Medsize,0,1,0,0,0
5654.593045,Extended,F,0,Single,0,12,7,597.6,Medsize,0,1,0,0,0
6369.262355,Extended,M,34498,Single,30,72,7,398.4,Small,0,1,0,0,0
3351.213465,Extended,F,90213,Married,3,12,1,398.4,Medsize,0,1,0,0,0
6656.200678,Extended,F,39834,Married,26,65,3,398.4,Medsize,0,1,0,0,0
6503.397049,Extended,F,22081,Married,1,9,6,451.670309,Small,0,1,0,0,0
6408.785577,Extended,M,49988,Married,6,37,5,566.935022,Large,5,1,0,0,0
13223.04379,Extended,M,37534,Married,2,0,2,403.2,Medsize,2,1,0,0,0
5936.011773,Extended,F,0,Single,31,25,3,980.169081,Medsize,0,1,0,0,0
6364.902164,Extended,M,41986,Single,25,31,5,430.375049,Small,2,1,0,0,0
6265.343299,Extended,F,0,Married,18,25,4,481.025786,Medsize,1,1,0,0,0
3086.873854,Extended,F,19464,Single,10,94,1,871.505797,Small,1,1,0,0,0
3307.99904,Extended,M,79797,Divorced,27,46,1,31.755601,Medsize,0,1,0,0,0
6503.397049,Extended,F,22081,Married,1,9,6,451.670309,Small,0,1,0,0,0
3331.445625,Extended,M,73695,Married,28,84,1,403.2,Medsize,0,1,0,0,0
6503.397049,Extended,F,22081,Married,1,9,6,451.670309,Small,0,1,0,0,0
3387.203337,Extended,F,73268,Married,18,18,1,93.623377,Medsize,0,1,0,0,0
6631.665538,Extended,M,32918,Married,33,69,3,403.2,Medsize,0,1,0,0,0
10049.28585,Extended,M,58194,Married,26,23,2,450.996589,Small,0,1,0,0,0
3394.720301,Extended,F,83431,Married,13,33,1,403.2,Medsize,0,1,0,0,0
6062.441614,Extended,M,0,Single,1,94,5,604.8,Medsize,0,1,0,0,0
6503.397049,Extended,F,22081,Married,1,9,6,451.670309,Small,0,1,0,0,0
6652.474492,Extended,M,34886,Married,3,40,5,403.2,Small,0,1,0,0,0
10171.47779,Extended,M,74243,Married,34,2,2,71.311211,Medsize,0,1,0,0,0
6514.430592,Extended,F,77135,Divorced,3,37,8,98.372265,Medsize,3,1,0,0,0
6503.397049,Extended,F,22081,Married,1,9,6,451.670309,Small,0,1,0,0,0
3021.938522,Extended,F,0,Single,26,37,1,700.725788,Medsize,0,1,0,0,0
2746.90319,Extended,M,0,Single,25,44,1,604.8,Medsize,0,1,0,0,0
6622.05254,Extended,F,80979,Divorced,32,27,3,25.961213,Medsize,2,1,0,0,0
17712.20524,Extended,F,0,Single,17,5,2,633.294203,Small,0,1,0,0,0
6532.010543,Extended,M,24919,Married,21,2,5,420.420755,Small,1,1,0,0,0
10003.24729,Extended,M,98192,Married,2,64,2,403.2,Large,1,1,0,0,0
3312.323945,Extended,M,26285,Married,7,1,1,403.2,Medsize,0,1,0,0,0
6102.953572,Extended,F,0,Single,0,76,4,856.347474,Large,0,1,0,0,0
5658.912313,Extended,M,0,Single,32,96,4,847.490817,Medsize,0,1,0,0,0
6089.517361,Extended,M,21832,Single,29,39,3,403.2,Small,0,1,0,0,0
6686.128629,Extended,M,22244,Married,6,59,9,114.815893,Medsize,0,1,0,0,0
9414.119587,Extended,F,20455,Married,14,40,2,564.922034,Medsize,2,1,0,0,0
6105.801637,Extended,M,0,Married,0,57,5,395.740207,Medsize,0,1,0,0,0
6689.022728,Extended,M,56980,Married,33,70,7,599.000883,Medsize,0,1,0,0,0
6685.797205,Extended,F,31517,Married,33,74,3,604.8,Small,2,1,0,0,0
2972.459706,Extended,M,0,Single,31,28,1,604.8,Medsize,0,1,0,0,0
6288.156817,Extended,M,0,Married,14,66,3,403.2,Medsize,0,1,0,0,0
6689.022728,Extended,M,56980,Married,33,70,7,599.000883,Medsize,0,1,0,0,0
6172.392406,Extended,M,0,Divorced,6,93,7,403.2,Medsize,0,1,0,0,0
14274.55485,Extended,M,0,Single,35,42,2,604.8,Medsize,0,1,0,0,0
5637.740051,Extended,M,0,Divorced,4,52,4,403.2,Large,1,1,0,0,0
6071.907243,Extended,F,12201,Divorced,14,63,4,604.8,Medsize,0,1,0,0,0
6086.431746,Extended,F,13688,Divorced,25,2,8,403.2,Medsize,0,1,0,0,0
3269.013926,Extended,M,26140,Married,23,37,1,403.2,Small,1,1,0,0,0
9670.181104,Extended,F,20942,Divorced,12,59,2,403.2,Medsize,0,1,0,0,0
6265.343299,Extended,F,0,Married,18,25,4,481.025786,Medsize,1,1,0,0,0
3372.420457,Extended,F,93489,Divorced,16,72,1,104.280764,Medsize,0,1,0,0,0
16477.47799,Extended,F,57264,Divorced,0,30,2,129.249842,Medsize,1,1,0,0,0
6721.893743,Extended,F,36510,Married,10,36,6,286.781601,Medsize,0,1,0,0,0
6746.434272,Extended,F,70328,Married,11,32,6,293.227028,Medsize,0,1,0,0,0
6689.022728,Extended,M,56980,Married,33,70,7,599.000883,Medsize,0,1,0,0,0
20003.14091,Extended,F,33901,Married,11,19,2,145.990089,Medsize,1,1,0,0,0
15002.60308,Extended,F,19245,Single,5,61,2,604.8,Small,1,1,0,0,0
6508.759916,Extended,M,60188,Married,15,49,4,333.423827,Medsize,3,1,0,0,0
6199.962422,Extended,F,0,Single,31,61,3,604.8,Small,0,1,0,0,0
6503.397049,Extended,F,22081,Married,1,9,6,451.670309,Small,0,1,0,0,0
3360.269641,Extended,M,75216,Married,23,39,1,65.803328,Medsize,1,1,0,0,0
6727.617003,Extended,F,39428,Married,19,80,8,72.32926,Large,2,1,0,0,0
6689.022728,Extended,M,56980,Married,33,70,7,599.000883,Medsize,0,1,0,0,0
3300.607083,Extended,F,59592,Divorced,8,49,1,161.231812,Small,0,1,0,0,0
10114.98621,Extended,F,74001,Married,16,0,2,224.265232,Medsize,0,1,0,0,0
6265.343299,Extended,F,0,Married,18,25,4,481.025786,Medsize,1,1,0,0,0
6689.022728,Extended,M,56980,Married,33,70,7,599.000883,Medsize,0,1,0,0,0
6265.343299,Extended,F,0,Married,18,25,4,481.025786,Medsize,1,1,0,0,0
5926.957452,Extended,F,0,Married,19,26,4,403.2,Medsize,2,1,0,0,0
3349.639274,Extended,M,78092,Married,34,13,1,344.015386,Medsize,0,1,0,0,0
3355.528168,Extended,F,46644,Married,34,19,1,150.688024,Medsize,0,1,0,0,0
3044.003202,Extended,M,24475,Single,11,55,1,604.8,Medsize,3,1,0,0,0
6678.899026,Extended,F,47137,Married,5,11,5,161.640052,Medsize,0,1,0,0,0
6689.022728,Extended,M,56980,Married,33,70,7,599.000883,Medsize,0,1,0,0,0
6265.343299,Extended,F,0,Married,18,25,4,481.025786,Medsize,1,1,0,0,0
2876.775085,Extended,M,0,Single,4,29,1,849.011958,Medsize,0,1,0,0,0
6265.343299,Extended,F,0,Married,18,25,4,481.025786,Medsize,1,1,0,0,0
6013.038073,Extended,F,0,Single,8,30,7,604.8,Small,0,1,0,0,0
26220.03266,Extended,M,24743,Divorced,8,23,2,1008.03551,Small,0,1,0,0,0
8715.945469,Extended,M,0,Single,33,20,2,604.8,Medsize,0,1,0,0,0
3329.887725,Extended,M,75556,Married,24,78,1,498.927007,Small,0,1,0,0,0
3286.440915,Extended,M,30706,Married,6,34,1,225.654806,Medsize,0,1,0,0,0
6676.726314,Extended,M,56875,Married,0,70,6,145.448401,Medsize,0,1,0,0,0
10212.01913,Extended,M,93920,Married,20,13,2,213.027868,Medsize,0,1,0,0,0
3358.532935,Extended,F,59367,Married,6,48,1,6.880385,Medsize,0,1,0,0,0
6701.571657,Extended,M,56398,Married,4,18,7,408,Small,0,1,0,0,0
9942.304791,Extended,M,67890,Single,23,57,2,408,Small,0,1,0,0,0
6915.729915,Extended,F,96610,Married,6,23,3,520.364752,Large,0,1,0,0,0
6183.111464,Extended,M,23712,Single,2,20,3,376.126419,Medsize,0,1,0,0,0
2962.722482,Extended,M,16495,Married,25,75,1,408,Medsize,3,1,0,0,0
16301.9676,Extended,F,19614,Married,21,32,2,574.024018,Medsize,0,1,0,0,0
16870.3882,Extended,M,61063,Married,21,4,2,262.504882,Medsize,0,1,0,0,0
2894.243869,Extended,F,0,Single,3,53,1,408,Medsize,0,1,0,0,0
3371.858433,Extended,M,86689,Single,3,72,1,408,Small,0,1,0,0,0
6770.306834,Extended,M,74422,Divorced,4,3,3,95.338505,Medsize,1,1,0,0,0
16675.89616,Extended,M,57844,Married,16,31,2,408,Small,1,1,0,0,0
6494.243995,Extended,F,15300,Married,17,16,9,408,Small,0,1,0,0,0
6883.686618,Extended,F,84869,Married,5,65,4,408,Medsize,0,1,0,0,0
3344.809462,Extended,F,33243,Married,13,19,1,24.555177,Small,0,1,0,0,0
23515.85325,Extended,F,36537,Single,19,4,2,165.309001,Medsize,0,1,0,0,0
6819.23119,Extended,F,22492,Divorced,34,88,7,61.654262,Medsize,0,1,0,0,0
3347.028677,Extended,F,37138,Single,4,13,1,612,Medsize,0,1,0,0,0
3433.82408,Extended,M,85367,Married,27,20,1,67.975243,Large,0,1,0,0,0
6762.082924,Extended,M,40372,Married,15,17,4,76.975713,Medsize,0,1,0,0,0
3044.78946,Extended,F,17489,Divorced,31,28,1,587.689075,Small,0,1,0,0,0
3402.777293,Extended,M,57428,Married,34,40,1,414.649796,Medsize,1,1,0,0,0
6832.36853,Extended,M,66627,Married,32,55,8,733.21126,Medsize,0,1,0,0,0
6748.231188,Extended,M,68423,Single,14,81,7,324.413656,Large,0,1,0,0,0
3439.089657,Extended,F,98278,Married,26,60,1,367.577872,Medsize,0,1,0,0,0
5970.995737,Extended,M,64008,Single,9,66,5,372.893812,Medsize,5,1,0,0,0
6751.782327,Extended,M,42433,Married,28,47,5,410.946167,Medsize,0,1,0,0,0
6109.135438,Extended,F,0,Single,25,24,6,612,Medsize,0,1,0,0,0
16301.9676,Extended,F,19614,Married,21,32,2,574.024018,Medsize,0,1,0,0,0
16301.9676,Extended,F,19614,Married,21,32,2,574.024018,Medsize,0,1,0,0,0
6768.997027,Extended,F,77001,Single,4,58,3,408,Medsize,0,1,0,0,0
6753.428413,Extended,F,44213,Single,15,58,3,77.523904,Medsize,0,1,0,0,0
13530.02906,Extended,F,75037,Married,5,27,2,180.555113,Small,2,1,0,0,0
24337.38181,Extended,M,0,Single,5,15,2,612,Medsize,1,1,0,0,0
6300.440231,Extended,F,29539,Single,20,83,7,408,Medsize,0,1,0,0,0
6782.556454,Extended,M,26116,Married,6,58,3,612,Medsize,0,1,0,0,0
14687.07959,Extended,M,0,Single,3,61,2,612,Small,0,1,0,0,0
9426.971158,Extended,M,26263,Divorced,11,31,2,475.159732,Large,0,1,0,0,0
17114.32815,Extended,F,70961,Married,19,8,2,408,Small,0,1,0,0,0
3410.199334,Extended,F,59662,Married,6,76,1,10.168824,Medsize,0,1,0,0,0
5625.908671,Extended,M,0,Single,34,31,3,872.203927,Small,0,1,0,0,0
3187.351993,Extended,M,0,Married,27,29,1,595.160486,Large,0,1,0,0,0
9538.770856,Extended,M,0,Married,7,6,2,58.714775,Medsize,0,1,0,0,0
20120.56053,Extended,M,32869,Married,4,49,2,117.467331,Large,0,1,0,0,0
11834.73469,Extended,F,0,Single,12,37,2,612,Medsize,0,1,0,0,0
3312.176781,Extended,F,27431,Married,2,39,1,457.783791,Medsize,0,1,0,0,0
16301.9676,Extended,F,19614,Married,21,32,2,574.024018,Medsize,0,1,0,0,0
9408.343519,Extended,F,0,Single,11,27,2,408,Medsize,0,1,0,0,0
16301.9676,Extended,F,19614,Married,21,32,2,574.024018,Medsize,0,1,0,0,0
3106.48254,Extended,M,22076,Single,30,53,1,422.765363,Medsize,0,1,0,0,0
3259.885006,Extended,M,52782,Married,20,61,1,541.093963,Small,4,1,0,0,0
2959.950094,Extended,M,28140,Single,23,5,1,612,Small,0,1,0,0,0
3409.677392,Extended,F,85023,Married,4,69,1,408,Medsize,0,1,0,0,0
16301.9676,Extended,F,19614,Married,21,32,2,574.024018,Medsize,0,1,0,0,0
3360.44356,Extended,M,74918,Single,13,74,1,314.246507,Medsize,0,1,0,0,0
3417.953745,Extended,F,72460,Married,9,76,1,370.018108,Medsize,0,1,0,0,0
2897.779107,Extended,F,0,Single,4,45,1,612,Medsize,0,1,0,0,0
6864.647514,Extended,F,96832,Married,19,23,3,408,Small,0,1,0,0,0
14713.52329,Extended,M,0,Single,4,18,2,877.034575,Medsize,0,1,0,0,0
6511.467626,Extended,M,42602,Married,7,75,3,63.161647,Medsize,3,1,0,0,0
17002.02246,Extended,M,97268,Married,23,88,2,35.278648,Medsize,0,1,0,0,0
3369.71211,Extended,M,39754,Married,2,35,1,62.282034,Medsize,0,1,0,0,0
6274.447705,Extended,F,13662,Single,29,37,3,408,Small,0,1,0,0,0
10130.93442,Extended,F,59232,Divorced,6,75,2,408,Medsize,0,1,0,0,0
6755.076276,Extended,F,29881,Married,27,95,6,17.92017,Medsize,0,1,0,0,0
30313.30977,Extended,F,67117,Single,10,38,2,329.423177,Medsize,0,1,0,0,0
6765.800532,Extended,M,59034,Married,0,85,3,378.75258,Medsize,0,1,0,0,0
2878.846941,Extended,M,0,Single,33,69,1,612,Large,0,1,0,0,0
3373.869214,Extended,M,28989,Married,12,7,1,408,Medsize,0,1,0,0,0
6656.15047,Extended,F,26628,Married,15,28,6,408,Large,0,1,0,0,0
6761.107268,Extended,F,70829,Divorced,14,10,3,553.174109,Medsize,0,1,0,0,0
8163.890428,Extended,M,0,Single,9,37,2,790.784983,Medsize,3,1,0,0,0
6806.491395,Extended,M,37839,Married,35,77,9,465.633954,Medsize,0,1,0,0,0
3211.070017,Extended,M,16269,Divorced,6,84,1,412.8,Medsize,0,1,0,0,0
6847.1189,Extended,M,71038,Married,15,56,3,205.444066,Medsize,0,1,0,0,0
6273.911874,Extended,F,18577,Divorced,21,76,6,412.8,Medsize,0,1,0,0,0
3289.547398,Extended,M,0,Married,5,55,1,398.240791,Medsize,0,1,0,0,0
6756.651404,Extended,F,33288,Married,1,27,9,221.856184,Medsize,2,1,0,0,0
11537.50507,Extended,M,0,Single,12,89,2,619.2,Medsize,1,1,0,0,0
5337.352409,Extended,F,0,Single,19,93,5,619.2,Small,3,1,0,0,0
6064.343994,Extended,F,0,Single,34,80,5,545.240341,Medsize,0,1,0,0,0
3435.25008,Extended,F,64348,Married,25,18,1,212.391975,Medsize,0,1,0,0,0
6793.77405,Extended,F,22250,Married,10,36,3,720.601429,Medsize,0,1,0,0,0
3500.454354,Extended,F,89398,Married,5,57,1,82.409922,Medsize,0,1,0,0,0
6618.016423,Extended,F,20068,Married,8,28,3,411.011162,Medsize,0,1,0,0,0
3482.687007,Extended,M,65162,Married,11,59,1,134.430084,Medsize,0,1,0,0,0
10373.88882,Extended,F,62587,Married,30,47,2,412.8,Medsize,0,1,0,0,0
3419.108695,Extended,M,40272,Married,8,64,1,23.387192,Medsize,0,1,0,0,0
3483.630439,Extended,F,42983,Married,28,18,1,412.8,Medsize,0,1,0,0,0
9472.973811,Extended,F,0,Married,30,32,2,412.8,Medsize,0,1,0,0,0
3417.204953,Extended,F,42526,Divorced,12,71,1,287.5426,Medsize,0,1,0,0,0
9707.647552,Extended,M,30430,Single,6,77,2,425.662574,Small,0,1,0,0,0
6876.309925,Extended,M,81957,Divorced,23,76,4,433.426544,Medsize,0,1,0,0,0
6767.806751,Extended,M,39650,Married,18,8,6,922.335972,Medsize,0,1,0,0,0
10097.68732,Extended,F,48999,Married,6,65,2,412.8,Medsize,3,1,0,0,0
6005.847375,Extended,M,13528,Single,21,35,3,412.8,Medsize,0,1,0,0,0
6032.737631,Extended,M,0,Married,4,56,8,412.8,Medsize,0,1,0,0,0
3016.444225,Extended,M,25630,Single,8,63,1,412.8,Medsize,0,1,0,0,0
3200.795405,Extended,F,0,Married,8,37,1,412.8,Small,0,1,0,0,0
9708.504642,Extended,M,39930,Single,22,64,2,412.8,Medsize,1,1,0,0,0
3401.881747,Extended,M,41972,Divorced,20,23,1,691.709371,Medsize,0,1,0,0,0
3031.399321,Extended,F,0,Single,7,31,1,619.2,Medsize,0,1,0,0,0
23777.81427,Extended,F,33032,Married,33,77,2,87.080119,Medsize,1,1,0,0,0
8681.046339,Extended,M,0,Married,6,57,2,541.217743,Large,2,1,0,0,0
6899.709949,Extended,M,37308,Married,19,69,9,301.011106,Medsize,0,1,0,0,0
6545.802896,Extended,M,55366,Divorced,11,54,4,455.714395,Medsize,2,1,0,0,0
13113.13865,Extended,F,28519,Married,23,30,2,412.8,Large,0,1,0,0,0
6645.928117,Extended,M,21144,Married,6,98,8,391.446775,Medsize,0,1,0,0,0
6273.911874,Extended,F,18577,Divorced,21,76,6,412.8,Medsize,0,1,0,0,0
6005.847375,Extended,M,13528,Single,21,35,3,412.8,Medsize,0,1,0,0,0
9006.598402,Extended,M,0,Married,19,99,2,412.8,Medsize,1,1,0,0,0
21235.44557,Extended,M,0,Divorced,29,45,2,568.746405,Medsize,0,1,0,0,0
6179.699689,Extended,F,0,Single,12,96,8,412.8,Medsize,0,1,0,0,0
3142.87734,Extended,F,0,Divorced,17,35,1,412.8,Small,0,1,0,0,0
6862.866306,Extended,M,56779,Divorced,21,16,3,435.388932,Medsize,0,1,0,0,0
6273.911874,Extended,F,18577,Divorced,21,76,6,412.8,Medsize,0,1,0,0,0
3423.822189,Extended,M,99816,Single,0,0,1,172.913031,Medsize,0,1,0,0,0
10110.76997,Extended,M,76276,Single,24,19,2,93.309811,Large,0,1,0,0,0
3459.037949,Extended,M,97162,Married,0,63,1,32.715179,Medsize,0,1,0,0,0
8763.449964,Extended,M,20132,Divorced,5,61,2,412.8,Small,3,1,0,0,0
9985.366015,Extended,M,36268,Single,2,22,2,531.164627,Small,1,1,0,0,0
3011.270628,Extended,M,0,Single,18,41,1,569.130423,Medsize,0,1,0,0,0
6992.531494,Extended,F,94652,Married,18,88,3,412.8,Medsize,0,1,0,0,0
20446.6023,Extended,M,71467,Divorced,5,34,2,324.879569,Medsize,0,1,0,0,0
6965.423975,Extended,F,25411,Married,8,73,8,242.807725,Medsize,0,1,0,0,0
6807.271588,Extended,M,32787,Married,3,86,7,568.58486,Large,0,1,0,0,0
6005.847375,Extended,M,13528,Single,21,35,3,412.8,Medsize,0,1,0,0,0
6883.665071,Extended,F,64600,Married,22,30,3,168.28738,Small,0,1,0,0,0
6555.360031,Extended,M,21853,Married,10,2,5,412.8,Medsize,0,1,0,0,0
3323.856125,Extended,F,12762,Married,10,14,1,412.8,Medsize,0,1,0,0,0
6620.444259,Extended,M,25075,Single,0,25,3,412.8,Medsize,0,1,0,0,0
3430.316936,Extended,M,54339,Married,10,52,1,10.478305,Large,0,1,0,0,0
6775.924167,Extended,M,27354,Married,2,13,7,412.8,Medsize,1,1,0,0,0
6925.182046,Extended,F,88893,Married,5,63,9,72.86746,Small,0,1,0,0,0
6005.847375,Extended,M,13528,Single,21,35,3,412.8,Medsize,0,1,0,0,0
6756.062791,Extended,F,46879,Married,3,62,3,324.944098,Medsize,2,1,0,0,0
3470.177816,Extended,F,94885,Married,18,10,1,170.532133,Medsize,3,1,0,0,0
27929.96441,Extended,F,88105,Married,5,26,2,412.8,Medsize,0,1,0,0,0
6005.847375,Extended,M,13528,Single,21,35,3,412.8,Medsize,0,1,0,0,0
3386.186515,Extended,M,67249,Divorced,25,4,1,33.894695,Medsize,0,1,0,0,0
3479.260311,Extended,F,66711,Married,25,92,1,366.381387,Small,0,1,0,0,0
6005.847375,Extended,M,13528,Single,21,35,3,412.8,Medsize,0,1,0,0,0
6552.399896,Extended,M,56188,Married,20,52,3,175.972039,Large,3,1,0,0,0
3427.154407,Extended,F,58840,Single,25,44,1,73.27252,Medsize,0,1,0,0,0
6688.857444,Extended,M,57289,Single,21,88,3,562.224942,Small,0,1,0,0,0
17292.93538,Extended,M,80028,Married,34,37,2,114.02307,Medsize,0,1,0,0,0
10346.11154,Extended,F,55906,Married,26,3,2,58.469264,Medsize,0,1,0,0,0
6217.258012,Extended,M,0,Married,15,94,9,39.730199,Medsize,0,1,0,0,0
3438.949322,Extended,F,55910,Married,4,3,1,324.348688,Medsize,0,1,0,0,0
3380.712383,Extended,M,58109,Divorced,9,6,1,412.8,Medsize,0,1,0,0,0
20600.23958,Extended,M,64541,Married,16,43,2,256.279637,Small,0,1,0,0,0
3465.52691,Extended,F,48744,Single,3,59,1,412.8,Small,0,1,0,0,0
6273.911874,Extended,F,18577,Divorced,21,76,6,412.8,Medsize,0,1,0,0,0
22952.06778,Extended,F,20031,Married,4,83,2,109.69048,Medsize,0,1,0,0,0
3305.129877,Extended,M,40778,Single,1,59,1,412.8,Medsize,0,1,0,0,0
3350.244285,Extended,M,74770,Single,23,10,1,412.8,Large,0,1,0,0,0
3151.16213,Extended,M,18486,Married,24,95,1,412.8,Medsize,0,1,0,0,0
3452.029549,Extended,F,61385,Married,25,35,1,199.299449,Medsize,0,1,0,0,0
